,Time,Sentiment,Price
308,20170108,0.27847540816184346,922.6
309,20170107,0.2657008772522716,937.9
310,20170106,0.4206772333992019,889.8
311,20170105,0.4206772333992019,986.1
312,20170104,0.4206772333992019,1169.1
313,20170103,0.34062875774685925,1026.0
314,20170102,0.34062875774685925,1018.8
315,20170101,0.34062875774685925,1011.4
316,20161231,0.3115963357850373,971.7
317,20161230,0.3115963357850373,961.0
318,20161229,0.3115963357850373,952.1
319,20161228,0.3115963357850373,981.4
320,20161227,0.34568098474095965,929.4
321,20161226,0.34568098474095965,911.0
322,20161225,0.34568098474095965,893.7
323,20161224,0.3808453791878277,860.0
324,20161223,0.3808453791878277,911.8
325,20161222,0.3808453791878277,908.2
326,20161221,0.23868901650530105,837.7
327,20161220,0.23868901650530105,799.2
328,20161219,0.23868901650530105,790.9
329,20161218,0.23868901650530105,794.8
330,20161217,0.23868901650530105,790.9
331,20161216,0.3378354994022222,784.5
332,20161215,0.3378354994022222,777.1
333,20161214,0.3378354994022222,777.6
334,20161213,0.3378354994022222,780.3
335,20161212,0.3378354994022222,779.1
336,20161211,0.3378354994022222,772.7
337,20161210,0.3378354994022222,766.9
338,20161209,0.39050940564808706,770.5
339,20161208,0.39050940564808706,771.0
340,20161207,0.39050940564808706,763.7
341,20161206,0.39050940564808706,753.9
342,20161205,0.39050940564808706,755.8
343,20161204,0.39050940564808706,766.9
344,20161203,0.39050940564808706,765.7
345,20161202,0.2520190901872991,759.6
346,20161201,0.2520190901872991,754.0
347,20161130,0.2520190901872991,747.1
348,20161129,0.2520190901872991,734.5
349,20161128,0.2520190901872991,730.9
350,20161127,0.2520190901872991,731.9
351,20161126,0.3006634486853391,733.9
352,20161125,0.3006634486853391,737.3
353,20161124,0.3006634486853391,737.3
354,20161123,0.3006634486853391,738.8
355,20161122,0.3006634486853391,745.1
356,20161121,0.3006634486853391,737.4
357,20161120,0.3153485182370461,732.4
358,20161119,0.3153485182370461,751.4
359,20161118,0.3153485182370461,750.9
360,20161117,0.3153485182370461,740.0
361,20161116,0.3153485182370461,747.6
362,20161115,0.3153485182370461,714.0
363,20161114,0.2456440273018589,711.1
364,20161113,0.2456440273018589,703.9
365,20161112,0.2456440273018589,704.5
366,20161111,0.2456440273018589,715.0
367,20161110,0.36904919726180746,714.5
368,20161109,0.36904919726180746,719.8
369,20161108,0.36904919726180746,742.4
370,20161107,0.36904919726180746,705.3
371,20161106,0.36904919726180746,711.1
