0.1526373760647954,18-03-03-01-59
0.16410009695165945,18-03-03-02-04
0.16434622195985832,18-03-03-02-05
0.16434622195985832,18-03-03-02-07
0.16434622195985832,18-03-03-02-08
0.16434622195985832,18-03-03-02-09
0.16434622195985832,18-03-03-02-10
0.16457786902639845,18-03-03-02-11
0.16457786902639845,18-03-03-02-12
0.16457786902639845,18-03-03-02-13
0.16457786902639845,18-03-03-02-14
0.16457786902639845,18-03-03-02-15
0.17692562530062528,18-03-03-02-16
0.17692562530062528,18-03-03-02-17
0.17692562530062528,18-03-03-02-18
0.17692562530062528,18-03-03-02-19
0.17692562530062528,18-03-03-02-20
0.17121834706512123,18-03-03-02-21
0.17124971816378065,18-03-03-02-22
0.17124971816378065,18-03-03-02-23
0.17124971816378065,18-03-03-02-24
0.17124971816378065,18-03-03-02-25
0.17124971816378065,18-03-03-02-26
0.17124971816378065,18-03-03-02-27
0.17124971816378065,18-03-03-02-28
0.17127918798373343,18-03-03-02-29
0.1619832251082251,18-03-03-02-31
0.1619832251082251,18-03-03-02-32
0.16661390692640693,18-03-03-02-33
0.26924452861952863,18-03-03-10-15
0.27306054733380314,18-03-03-10-16
0.2587106864095501,18-03-03-10-17
0.2617409894398531,18-03-03-10-18
0.2617409894398531,18-03-03-10-19
0.26768107208448116,18-03-03-10-20
0.2713622334455668,18-03-03-10-21
0.2654630544576197,18-03-03-10-23
0.25059504620674833,18-03-03-10-24
0.25059504620674833,18-03-03-10-25
0.24527589727057816,18-03-03-10-26
0.24527589727057816,18-03-03-10-27
0.24527589727057816,18-03-03-10-28
0.24527589727057816,18-03-03-10-29
0.24421206748334412,18-03-03-10-30
0.2387696408529742,18-03-03-10-31
0.237154980032887,18-03-03-10-32
0.237154980032887,18-03-03-10-33
0.23284736903922948,18-03-03-10-34
0.23284736903922948,18-03-03-10-35
0.23891972046041815,18-03-03-10-36
0.23891972046041815,18-03-03-10-37
0.23891972046041815,18-03-03-10-38
0.23349336387127084,18-03-03-10-39
0.23349336387127084,18-03-03-10-40
0.22922979797979795,18-03-03-10-41
0.22970184802571164,18-03-03-10-42
0.22970184802571164,18-03-03-10-43
0.22970184802571164,18-03-03-10-44
0.22476701539201538,18-03-03-10-46
0.2233781265031265,18-03-03-10-47
0.2233781265031265,18-03-03-10-48
0.2233781265031265,18-03-03-10-49
0.2233781265031265,18-03-03-10-50
0.22826080573173596,18-03-03-10-51
0.22826080573173596,18-03-03-10-52
0.22826080573173596,18-03-03-10-53
0.22826080573173596,18-03-03-10-54
0.22826080573173596,18-03-03-10-55
0.22826080573173596,18-03-03-10-56
0.21860970819304157,18-03-03-10-57
0.21860970819304157,18-03-03-10-58
0.21860970819304157,18-03-03-10-59
0.2287123956960914,18-03-03-11-00
0.2282393378226712,18-03-03-11-01
0.2282393378226712,18-03-03-11-02
0.2282393378226712,18-03-03-11-04
0.2282393378226712,18-03-03-11-05
0.218527025574898,18-03-03-11-06
0.218527025574898,18-03-03-11-07
0.2139743792087542,18-03-03-11-08
0.2139743792087542,18-03-03-11-09
0.219414194023569,18-03-03-11-10
0.219414194023569,18-03-03-11-11
0.211194856730571,18-03-03-11-12
0.211194856730571,18-03-03-11-13
0.20762342815914248,18-03-03-11-14
0.19801875134321945,18-03-03-11-15
0.19801875134321945,18-03-03-11-16
0.19801875134321945,18-03-03-11-17
0.19801875134321945,18-03-03-11-18
0.19801875134321945,18-03-03-11-19
0.19801875134321945,18-03-03-11-20
0.19801875134321945,18-03-03-11-21
0.18951118326118327,18-03-03-11-22
0.1857696866625438,18-03-03-11-23
0.1780513468013468,18-03-03-11-24
0.1780513468013468,18-03-03-11-25
0.17284301346801345,18-03-03-11-26
0.17284301346801345,18-03-03-11-27
0.17370031840140537,18-03-03-11-28
0.17532371588222653,18-03-03-11-29
0.1716711384680135,18-03-03-11-30
0.16167498852157947,18-03-03-11-31
0.16167498852157947,18-03-03-11-32
0.1518265036730946,18-03-03-11-33
0.1518265036730946,18-03-03-11-34
0.15011665568730787,18-03-03-11-36
0.15011665568730787,18-03-03-11-37
0.15011665568730787,18-03-03-11-38
0.1528895728114478,18-03-03-11-39
0.1528895728114478,18-03-03-11-40
0.15294065656565656,18-03-03-11-41
0.15294065656565656,18-03-03-11-42
0.15294065656565656,18-03-03-11-43
0.15294065656565656,18-03-03-11-44
0.15294065656565656,18-03-03-11-45
0.1533917297979798,18-03-03-11-46
0.1484309559004681,18-03-03-11-47
0.1484309559004681,18-03-03-11-48
0.1484309559004681,18-03-03-11-49
0.1448968855218855,18-03-03-11-50
0.1448968855218855,18-03-03-11-51
0.1448968855218855,18-03-03-11-52
0.1448968855218855,18-03-03-11-53
0.14152719050974866,18-03-03-11-54
0.16103793617998166,18-03-03-11-55
0.16103793617998166,18-03-03-11-56
0.15745931537598207,18-03-03-11-57
0.15947106938954766,18-03-03-11-58
0.15947106938954766,18-03-03-11-59
0.17038860830527497,18-03-03-12-00
0.15367855383099288,18-03-03-12-01
0.15001954064454065,18-03-03-12-02
0.15001954064454065,18-03-03-12-03
0.15234466760629553,18-03-03-12-04
