20170426,1299.5
20170425,1290.3
20170424,1267.0
20170423,1254.2
20170422,1247.7
20170421,1248.8
20170420,1233.9
20170419,1219.4
20170418,1196.4
20170417,1186.5
20170416,1171.8
20170415,1188.7
20170414,1180.6
20170413,1193.9
20170412,1213.8
20170411,1215.3
20170410,1208.6
20170409,1209.5
20170408,1186.2
20170407,1189.5
20170406,1187.8
20170405,1128.9
20170404,1136.3
20170403,1153.6
20170402,1143.7
20170401,1089.9
20170331,1085.4
20170330,1049.7
20170329,1045.0
20170328,1031.5
20170327,1039.0
20170326,981.7
20170325,967.8
20170324,901.0
20170323,1008.0
20170322,1026.9
20170321,1115.0
20170320,1081.9
20170319,1022.4
20170318,944.4
20170317,1060.6
20170316,1088.8
20170315,1229.7
20170314,1254.9
20170313,1235.0
20170312,1233.6
20170311,1180.0
20170310,1134.9
20170309,1194.0
20170308,1173.4
20170307,1185.0
20170306,1278.5
20170305,1280.9
20170304,1252.1
20170303,1288.0
20170302,1271.5
20170301,1227.4
20170228,1195.2
20170227,1204.9
20170226,1184.1
20170225,1159.9
20170224,1184.9
20170223,1157.9
20170222,1132.2
20170221,1114.2
20170220,1066.5
20170219,1059.9
20170218,1066.4
20170217,1058.7
20170216,1035.4
20170215,1013.4
20170214,1009.4
20170213,1005.3
20170212,1015.4
20170211,1012.5
20170210,1005.1
20170209,985.3
20170208,1058.4
20170207,1067.9
20170206,1023.1
20170205,1015.4
20170204,1035.1
20170203,1014.4
20170202,1015.7
20170201,984.6
20170131,977.9
20170130,934.7
20170129,918.9
20170128,924.7
20170127,922.1
20170126,917.7
20170125,895.8
20170124,899.8
20170123,917.9
20170122,925.1
20170121,939.7
20170120,924.1
20170119,902.9
20170118,898.6
20170117,896.1
20170116,892.1
20170115,839.1
20170114,824.0
20170113,829.9
20170112,788.6
20170111,797.4
20170110,870.6
20170109,907.5
20170108,922.6
20170107,937.9
20170106,889.8
20170105,986.1
20170104,1169.1
20170103,1026.0
20170102,1018.8
20170101,1011.4
20161231,971.7
20161230,961.0
20161229,952.1
20161228,981.4
20161227,929.4
20161226,911.0
20161225,893.7
20161224,860.0
20161223,911.8
20161222,908.2
20161221,837.7
20161220,799.2
20161219,790.9
20161218,794.8
20161217,790.9
20161216,784.5
20161215,777.1
20161214,777.6
20161213,780.3
20161212,779.1
20161211,772.7
20161210,766.9
20161209,770.5
20161208,771.0
20161207,763.7
20161206,753.9
20161205,755.8
20161204,766.9
20161203,765.7
20161202,759.6
20161201,754.0
20161130,747.1
20161129,734.5
20161128,730.9
20161127,731.9
20161126,733.9
20161125,737.3
20161124,737.3
20161123,738.8
20161122,745.1
20161121,737.4
20161120,732.4
20161119,751.4
20161118,750.9
20161117,740.0
20161116,747.6
20161115,714.0
20161114,711.1
20161113,703.9
20161112,704.5
20161111,715.0
20161110,714.5
20161109,719.8
20161108,742.4
20161107,705.3
20161106,711.1
